fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
4.88,0.591,0.33,5.72,0.1282,11.5,24.0,0.9928,3.51,0.71,11.97,6
6.83,0.12,0.02,2.0,0.1104,9.9,45.8,0.9952,3.16,0.69,8.88,5
8.25,0.383,0.22,1.67,0.0666,33.0,143.0,0.994,3.32,0.93,11.45,6
9.13,0.407,0.45,2.01,0.0492,17.3,69.4,0.9947,3.31,0.46,11.44,6
9.6,0.598,0.3,3.16,0.0609,3.4,28.8,0.9971,3.21,0.88,9.48,6
8.55,0.734,0.29,1.52,0.1614,4.3,33.9,0.9952,3.29,0.96,10.09,3
8.86,0.331,0.57,1.2,0.0644,20.6,80.2,0.994,3.3,0.58,11.71,5
8.44,0.323,0.48,2.22,0.0886,23.7,108.6,0.9959,3.39,0.46,9.5,6
9.47,0.364,0.39,2.54,0.0444,11.5,35.3,0.9959,3.06,0.69,10.61,8
8.83,0.477,0.2,2.77,0.1182,11.7,34.4,0.9947,3.25,0.68,11.64,6
8.41,0.472,0.0,4.11,0.068,14.0,43.3,0.9959,3.49,0.74,10.45,5
7.84,0.408,0.26,1.6,0.0806,8.9,56.1,0.9939,3.5,0.58,11.18,6
8.44,0.608,0.23,1.02,0.0172,15.7,70.1,0.9942,3.41,0.94,10.97,6
9.12,0.402,0.36,5.67,0.02,3.4,20.0,0.9965,3.33,0.49,11.02,6
8.75,0.555,0.22,1.76,0.0898,41.0,165.1,0.9965,3.49,0.34,8.85,5
8.95,0.859,0.23,2.36,0.0315,18.6,65.2,0.9946,3.51,0.87,11.67,6
10.58,0.248,0.0,2.55,0.1687,14.0,42.2,0.9957,3.18,0.33,11.79,6
8.75,0.12,0.16,2.09,0.015,6.6,25.9,0.995,3.17,0.69,10.85,7
7.2,0.703,0.34,1.24,0.0575,4.1,33.7,0.9941,3.33,1.17,10.13,5
9.8,0.375,0.6,3.01,0.0852,8.3,34.4,0.9975,3.61,0.68,9.09,6
5.98,0.356,0.31,3.34,0.0649,15.0,78.7,0.9929,3.24,0.53,11.59,7
6.46,0.437,0.31,2.11,0.0453,14.1,68.9,0.9935,3.35,0.63,10.75,5
8.87,0.366,0.5,1.91,0.0412,7.8,34.4,0.9949,3.11,0.71,11.01,7
9.18,0.762,0.14,1.08,0.0449,13.4,45.4,0.9942,3.28,0.71,11.75,6
6.18,0.706,0.32,1.03,0.078,22.2,87.7,0.9936,3.27,0.75,9.84,5
7.65,0.717,0.12,1.52,0.1676,2.3,11.2,0.9941,3.33,0.46,10.74,5
7.27,0.249,0.45,1.46,0.0876,9.2,71.2,0.9947,3.13,0.97,9.61,6
7.47,0.374,0.28,5.51,0.1368,19.1,85.0,0.996,3.43,0.68,10.15,5
9.9,0.12,0.34,3.2,0.1048,11.5,48.4,0.9966,3.38,0.8,10.45,6
9.5,0.432,0.11,2.52,0.1341,14.6,38.6,0.996,3.2,0.53,10.4,5
8.27,0.653,0.42,1.99,0.015,10.7,53.4,0.9951,3.3,0.9,10.26,6
7.37,0.658,0.63,1.17,0.0773,59.8,227.8,0.9943,3.34,0.6,10.04,5
6.01,0.372,0.15,6.66,0.1318,2.7,32.5,0.994,3.45,0.77,11.9,7
10.71,0.406,0.27,1.61,0.0566,10.1,58.3,0.9963,3.18,0.56,10.64,7
9.31,0.293,0.37,1.07,0.15,3.2,8.8,0.9961,3.35,0.55,9.47,7
7.1,0.525,0.43,1.92,0.1439,4.1,15.5,0.9925,3.52,0.8,12.37,6
9.52,0.7,0.15,4.01,0.0707,7.8,31.7,0.9957,3.15,0.56,11.56,5
8.18,0.215,0.0,4.17,0.0644,4.0,14.4,0.9966,3.28,0.53,9.33,6
7.81,0.701,0.45,0.92,0.054,41.8,117.0,0.9942,3.44,0.49,10.41,4
9.04,0.809,0.35,4.16,0.0693,37.2,108.7,0.9973,3.1,0.72,9.22,4
7.04,0.499,0.0,1.38,0.0402,6.9,47.2,0.9938,3.14,0.53,10.44,5
7.72,0.609,0.18,0.96,0.1017,14.3,74.9,0.9937,3.37,0.66,10.92,6
8.51,0.968,0.57,3.72,0.0263,11.2,34.8,0.9958,3.36,0.68,10.39,6
7.45,0.472,0.55,3.89,0.1086,22.3,87.3,0.9956,3.27,0.35,9.84,6
9.44,0.637,0.42,2.26,0.1146,13.8,71.8,0.9966,3.18,0.39,9.48,5
11.48,0.445,0.22,2.18,0.0231,2.0,13.2,0.9982,3.06,0.7,9.26,5
7.02,0.361,0.38,3.42,0.1365,19.3,61.8,0.9944,3.27,0.63,10.69,8
5.47,0.648,0.23,3.21,0.11,18.5,75.9,0.9937,3.53,0.82,10.11,5
4.9,0.603,0.45,4.21,0.1195,10.6,42.9,0.9942,3.34,0.8,9.46,5
8.04,0.397,0.09,2.11,0.0592,30.0,114.4,0.9945,3.29,0.76,10.86,5
7.17,0.525,0.14,6.05,0.1094,30.7,102.5,0.9944,3.26,0.99,12.11,6
8.65,0.739,0.47,9.24,0.1296,10.9,53.8,0.9984,3.12,0.67,10.04,6
8.53,0.646,0.24,1.09,0.0856,13.2,56.9,0.9948,3.4,0.75,10.41,5
5.57,0.734,0.5,3.74,0.1696,68.0,174.7,0.9936,3.38,0.54,10.67,5
5.21,0.45,0.17,1.94,0.0863,6.3,30.4,0.9922,3.49,1.1,11.1,6
8.8,0.617,0.28,1.64,0.1301,6.7,29.6,0.995,3.1,1.02,10.7,6
8.53,0.617,0.08,2.32,0.1012,4.4,28.7,0.9949,3.21,0.64,10.92,5
7.58,0.248,0.33,0.99,0.1029,29.1,91.2,0.9932,3.44,0.79,11.56,7
5.48,0.624,0.0,1.96,0.0226,18.4,43.4,0.9942,3.76,0.87,8.94,5
9.1,0.401,0.16,3.97,0.1043,3.3,20.4,0.9958,3.03,0.61,11.04,5
10.46,0.302,0.07,1.26,0.0501,50.1,201.6,0.995,3.18,0.61,11.96,7
8.77,0.602,0.37,1.73,0.0556,17.8,53.8,0.996,3.34,0.79,9.41,5
6.86,0.541,0.42,5.11,0.1543,24.8,88.6,0.995,3.31,0.69,10.66,6
8.38,0.368,0.0,1.74,0.0809,2.6,13.0,0.9946,3.41,0.67,10.86,5
5.98,0.749,0.49,1.57,0.0494,10.4,34.7,0.9935,3.32,0.5,9.97,5
10.1,0.427,0.82,1.77,0.0601,16.4,66.3,0.9944,3.24,0.47,12.6,8
8.44,0.45,0.26,2.0,0.0375,11.4,46.0,0.9934,3.24,0.68,12.54,5
5.29,0.149,0.21,2.4,0.1369,15.2,40.5,0.9931,3.61,0.87,10.29,7
7.79,0.545,0.76,3.32,0.0617,22.4,71.5,0.9964,3.25,0.6,8.79,5
9.09,0.494,0.01,1.8,0.1107,7.6,46.5,0.9954,3.23,0.88,10.48,5
7.73,0.669,0.21,3.45,0.1487,24.7,68.7,0.9951,3.45,0.48,10.45,4
7.83,0.428,0.32,2.04,0.0645,4.1,28.5,0.9947,3.21,0.5,10.39,6
6.22,0.229,0.49,1.52,0.1108,5.8,44.0,0.9924,3.42,0.63,11.63,5
9.26,0.344,0.39,2.51,0.0383,2.5,24.5,0.9964,3.04,0.71,9.74,7
7.2,0.438,0.2,2.8,0.1823,7.4,38.5,0.9938,3.23,0.81,11.32,6
4.63,0.518,0.16,2.12,0.117,7.7,37.3,0.9924,3.54,0.59,10.47,7
7.67,0.451,0.19,0.99,0.0818,21.6,73.4,0.9929,3.22,0.87,11.89,5
9.97,0.695,0.15,1.18,0.0486,14.7,42.1,0.9937,3.16,1.05,13.07,7
7.64,0.165,0.3,1.4,0.0799,8.9,28.6,0.9947,3.4,0.67,9.86,6
11.25,0.713,0.19,1.4,0.0709,14.7,75.4,0.9971,3.09,0.89,10.08,6
9.03,0.452,0.02,2.58,0.1626,2.7,12.0,0.9949,3.37,0.5,11.48,6
8.88,0.636,0.52,0.93,0.0355,4.4,19.1,0.9951,3.31,0.86,10.24,6
8.08,0.504,0.2,3.01,0.0899,13.8,50.9,0.9951,3.37,0.86,10.58,6
8.18,0.764,0.02,1.36,0.0888,14.3,63.2,0.9948,3.46,0.79,10.2,5
7.85,0.584,0.18,1.46,0.0898,19.9,70.9,0.9961,3.37,0.6,8.4,4
7.79,0.223,0.34,2.03,0.0752,8.2,49.8,0.9941,3.52,0.33,11.06,7
9.2,0.731,0.0,1.26,0.0799,17.4,73.1,0.9957,3.37,0.57,9.94,6
6.71,0.471,0.35,4.14,0.1194,15.8,62.0,0.9949,3.33,0.57,10.13,6
6.47,0.528,0.1,1.03,0.1089,41.7,156.7,0.992,3.56,0.51,12.07,6
6.39,0.78,0.56,1.78,0.1063,4.9,32.1,0.9948,3.44,0.66,8.92,5
11.78,0.395,0.34,3.74,0.015,11.6,40.7,0.9976,3.09,0.57,10.99,5
9.2,0.591,0.22,2.34,0.0965,13.0,61.6,0.9958,3.3,0.54,10.35,6
8.82,0.47,0.12,1.42,0.0233,68.0,246.7,0.9955,3.42,0.46,9.9,5
6.5,0.548,0.23,1.72,0.1154,4.7,17.2,0.9932,3.45,0.52,10.97,5
9.36,0.502,0.4,2.74,0.1435,10.9,46.9,0.9956,3.48,0.87,10.97,6
8.1,0.315,0.25,6.33,0.0525,7.1,21.5,0.9963,3.45,0.53,10.75,5
8.66,0.358,0.25,4.25,0.074,11.0,33.2,0.9952,3.35,0.59,11.59,6
6.64,0.8,0.26,1.53,0.0655,5.2,23.5,0.9941,3.27,0.56,9.84,5
8.57,0.641,0.18,10.38,0.1339,2.6,22.4,0.9988,3.27,0.74,10.01,6
7.58,0.559,0.19,0.91,0.0933,12.2,39.2,0.9951,3.35,0.72,9.09,5
7.0,0.611,0.0,0.94,0.1586,6.9,29.1,0.9945,3.46,0.33,9.35,5
9.55,0.6,0.39,3.5,0.1111,4.4,19.9,0.9946,3.32,0.77,12.67,4
5.69,0.801,0.3,1.23,0.0992,6.7,20.2,0.992,3.46,0.88,11.42,5
9.26,0.536,0.11,0.99,0.0922,2.6,17.3,0.9965,3.28,0.46,8.82,5
9.46,0.529,0.63,1.31,0.1172,38.1,137.4,0.9964,3.34,0.51,9.3,6
6.8,0.685,0.31,1.73,0.015,12.4,56.7,0.9933,3.28,0.6,11.11,6
6.91,0.438,0.06,2.87,0.0929,22.2,95.3,0.9941,3.58,0.51,10.72,5
7.92,0.755,0.44,2.37,0.0817,8.6,51.3,0.9943,3.08,0.72,11.17,6
8.78,0.15,0.4,1.31,0.1085,30.0,118.2,0.9947,3.46,0.39,10.82,7
8.04,0.767,0.36,1.95,0.077,9.9,27.2,0.9947,3.32,0.49,10.5,6
9.04,0.587,0.13,4.81,0.053,12.2,48.3,0.9969,3.39,0.86,10.05,4
11.3,0.449,0.37,3.43,0.0848,10.1,44.4,0.9974,3.2,0.52,10.71,6
7.44,0.249,0.2,1.49,0.0462,17.9,69.3,0.9958,3.39,0.85,8.4,5
5.38,0.493,0.35,6.95,0.015,12.0,44.1,0.9953,3.52,0.7,9.95,5
9.7,0.153,0.03,2.75,0.1036,5.8,24.8,0.9961,3.34,0.45,10.67,8
11.16,0.467,0.17,1.0,0.1127,3.9,16.7,0.9966,3.13,0.75,10.35,5
8.97,0.467,0.6,0.95,0.1032,13.2,58.5,0.9925,3.4,0.66,13.61,6
6.45,0.653,0.15,1.18,0.1366,10.1,50.9,0.9929,3.27,0.6,10.99,6
8.09,0.525,0.18,2.85,0.0579,3.2,27.7,0.9953,3.32,0.72,10.31,6
6.4,0.542,0.21,1.2,0.0273,8.0,19.1,0.9924,3.51,0.76,11.55,6
9.39,0.544,0.0,1.97,0.0967,10.7,50.5,0.9963,3.37,0.68,9.76,3
6.0,0.42,0.0,1.05,0.0756,23.0,67.3,0.9928,3.48,0.84,10.6,5
7.79,0.796,0.25,4.71,0.0508,2.9,8.0,0.995,3.29,0.75,11.23,6
6.59,0.445,0.27,1.53,0.0863,7.1,24.2,0.9921,3.5,0.41,12.23,5
8.52,0.852,0.24,4.48,0.065,22.8,81.5,0.9972,3.22,0.56,9.04,5
7.68,0.609,0.18,5.25,0.0211,14.5,54.5,0.996,3.55,1.1,10.2,4
8.6,0.57,0.26,0.91,0.0719,6.1,39.9,0.9957,3.28,0.76,9.25,5
8.34,0.752,0.43,1.84,0.044,24.4,69.0,0.9947,3.12,1.04,10.73,5
6.62,0.786,0.22,0.94,0.0988,10.2,31.0,0.9943,3.25,0.88,9.26,5
9.37,0.471,0.19,4.49,0.0583,10.3,47.3,0.9969,3.26,0.72,10.21,6
8.22,0.424,0.24,2.0,0.129,47.1,173.0,0.995,3.33,0.73,10.33,6
6.62,0.48,0.39,1.02,0.1487,37.3,91.2,0.9925,3.63,0.67,11.6,6
12.11,0.627,0.5,1.08,0.1167,7.3,48.4,0.9967,2.99,0.34,11.09,5
9.11,0.722,0.14,1.63,0.0275,3.8,21.3,0.9966,3.27,0.64,8.93,5
8.04,0.571,0.27,5.13,0.1497,6.7,27.5,0.9962,3.2,0.85,10.23,5
10.71,0.595,0.35,2.67,0.1475,2.4,9.1,0.9973,3.13,0.58,9.92,6
11.43,0.769,0.11,3.93,0.0853,2.3,24.7,0.9988,3.36,0.75,9.37,6
8.05,0.715,0.21,1.58,0.1474,8.0,41.5,0.9954,3.19,0.74,9.51,4
8.89,0.463,0.07,0.97,0.0574,36.0,124.2,0.9947,3.35,0.57,10.77,7
6.62,0.312,0.0,6.39,0.015,26.6,104.3,0.9938,3.44,0.56,12.6,5
8.05,0.12,0.36,0.93,0.0541,10.6,41.9,0.9939,3.32,0.51,11.06,6
7.96,0.556,0.22,5.32,0.1537,12.0,46.8,0.997,3.39,0.54,9.25,6
8.61,0.394,0.37,1.59,0.0199,2.1,10.3,0.995,3.16,0.5,10.51,7
8.87,0.402,0.29,0.92,0.0845,4.9,16.2,0.994,3.48,0.53,11.65,6
9.25,0.531,0.11,2.65,0.0859,2.3,21.0,0.9941,3.49,0.92,12.71,6
8.7,0.56,0.24,6.81,0.069,18.9,52.8,0.9986,3.3,0.48,8.59,5
6.24,0.682,0.07,5.96,0.0668,3.9,21.9,0.9965,3.7,0.7,8.75,6
6.7,0.585,0.5,1.16,0.0924,26.4,68.3,0.9922,3.34,0.55,12.05,5
7.37,0.283,0.09,1.2,0.057,14.4,75.7,0.9932,3.4,0.92,11.46,7
7.82,0.658,0.25,2.15,0.0276,5.1,23.2,0.9952,3.51,0.9,9.76,6
10.09,0.453,0.1,2.42,0.0931,4.1,33.5,0.9958,3.17,0.83,11.16,6
6.32,0.66,0.35,2.92,0.1324,13.9,52.8,0.9956,3.24,0.69,8.4,5
7.69,0.409,0.23,1.2,0.1193,29.7,110.9,0.9941,3.15,0.64,10.63,6
9.92,0.38,0.2,5.69,0.0521,17.2,67.1,0.9972,3.48,0.48,10.95,6
7.79,0.504,0.44,2.43,0.0345,7.1,25.4,0.9939,3.27,1.01,11.55,6
9.08,0.572,0.26,3.72,0.0781,12.6,43.6,0.9972,3.25,0.51,9.16,5
8.06,0.652,0.34,2.07,0.1522,6.5,51.0,0.995,3.19,0.75,10.26,5
8.74,0.524,0.07,1.7,0.1153,68.0,237.1,0.9961,3.4,0.82,9.25,5
7.91,0.258,0.0,6.57,0.1177,18.6,77.5,0.9965,3.24,0.55,10.43,5
9.43,0.336,0.35,2.21,0.1151,13.4,62.4,0.996,3.19,0.9,10.18,7
5.67,0.705,0.19,3.92,0.1063,8.6,39.7,0.9944,3.48,0.77,9.77,5
7.68,0.359,0.44,5.5,0.0843,13.6,29.8,0.9962,3.21,1.01,10.08,7
8.8,0.528,0.24,2.59,0.116,7.0,38.9,0.9952,3.26,0.56,10.83,5
9.21,0.738,0.29,2.09,0.0677,2.4,8.0,0.9952,3.43,0.42,11.03,5
10.84,0.369,0.0,0.91,0.0279,8.0,34.7,0.9963,3.23,0.59,10.39,6
7.64,0.228,0.63,0.96,0.1134,34.0,152.7,0.9939,3.36,0.72,10.66,6
10.82,0.463,0.26,1.24,0.134,13.8,44.1,0.9974,3.21,0.69,9.18,6
7.18,0.408,0.42,1.21,0.0398,3.1,11.6,0.9939,3.32,0.61,10.33,6
10.56,0.326,0.14,1.34,0.1174,28.0,102.5,0.9962,3.44,0.36,10.57,6
9.69,0.54,0.31,1.45,0.1567,5.8,24.7,0.9938,3.14,0.72,12.8,5
6.75,0.414,0.14,1.57,0.0744,5.4,17.3,0.9937,3.41,1.1,10.41,8
8.82,0.408,0.41,1.72,0.0468,6.2,26.4,0.9935,3.3,0.8,12.54,7
8.21,0.542,0.23,1.06,0.0894,12.3,57.3,0.9936,3.44,0.78,11.62,6
9.36,0.878,0.26,0.96,0.0675,11.4,42.3,0.9953,3.39,0.74,10.46,5
7.92,0.432,0.42,2.58,0.0598,10.1,39.7,0.9934,3.33,0.75,12.38,6
7.78,0.617,0.03,2.06,0.1068,17.2,80.0,0.9945,3.37,0.8,10.55,5
10.63,0.563,0.09,1.78,0.0304,6.6,26.9,0.9968,3.23,0.67,10.11,4
8.13,0.426,0.33,2.41,0.0317,20.3,65.9,0.9953,3.05,0.59,10.12,5
9.7,0.391,0.67,3.54,0.0853,4.3,26.8,0.9954,3.05,0.54,11.85,6
7.92,0.329,0.31,1.74,0.0786,20.3,94.7,0.9932,3.26,0.68,12.17,7
11.13,0.551,0.4,2.44,0.0982,15.1,58.8,0.9975,3.1,0.73,10.0,6
7.15,0.889,0.27,5.5,0.1595,15.8,51.7,0.9965,3.22,0.63,9.31,6
7.26,0.448,0.6,3.65,0.0937,9.9,53.3,0.9953,3.45,0.69,9.97,5
10.89,0.499,0.0,1.73,0.1134,15.2,54.5,0.9975,3.18,0.71,9.37,5
7.54,0.559,0.27,2.45,0.0505,3.0,20.9,0.9949,3.32,0.78,10.11,5
11.02,0.397,0.08,1.19,0.1052,24.9,86.0,0.9947,3.02,0.98,12.76,8
9.82,0.615,0.0,2.13,0.0684,2.7,13.1,0.9967,3.23,0.65,9.72,5
8.04,0.628,0.38,6.87,0.0824,3.9,22.6,0.9962,3.01,0.5,11.03,7
5.22,0.12,0.32,2.0,0.0801,12.3,70.9,0.9926,3.44,0.62,10.68,6
8.27,0.164,0.2,4.84,0.1308,18.1,59.7,0.9956,3.32,0.65,11.02,5
8.47,0.406,0.27,1.68,0.0321,3.0,26.4,0.9966,3.33,0.37,8.4,6
10.28,0.677,0.85,11.05,0.015,32.4,108.1,1.0003,3.02,0.92,10.02,6
11.0,0.144,0.28,2.2,0.071,45.6,171.0,0.9963,3.2,0.74,11.29,7
7.14,0.12,0.42,0.96,0.0982,13.2,62.5,0.9923,3.24,0.78,12.28,7
9.66,0.667,0.13,2.23,0.0956,9.9,42.9,0.9966,3.14,0.87,9.68,5
9.6,0.611,0.3,1.38,0.1388,18.2,52.1,0.9973,3.33,0.53,8.4,5
10.12,0.305,0.25,0.95,0.102,6.8,30.8,0.9952,3.46,0.78,11.24,6
9.15,0.242,0.26,3.48,0.0569,10.2,51.0,0.9961,3.27,0.7,10.44,7
5.0,0.405,0.58,1.38,0.015,31.7,93.2,0.9936,3.38,0.61,8.99,5
8.04,0.509,0.5,3.29,0.075,39.4,153.7,0.9956,3.35,0.55,10.0,6
6.34,0.384,0.31,1.41,0.1256,33.4,124.9,0.9933,3.52,0.96,10.44,6
7.96,0.574,0.0,1.22,0.0688,5.7,28.6,0.9947,3.4,0.62,10.02,6
9.97,0.12,0.19,6.37,0.0906,5.2,38.6,0.9995,3.56,0.76,8.4,5
8.82,0.344,0.78,1.57,0.1014,6.2,31.7,0.9943,3.2,0.36,11.52,6
10.25,0.219,0.29,2.28,0.0389,9.0,52.2,0.9949,3.24,0.92,12.35,7
8.88,0.526,0.45,2.31,0.1144,6.5,33.7,0.9952,3.47,0.82,10.83,5
6.09,0.479,0.51,2.13,0.155,7.6,34.3,0.9946,3.6,0.66,9.04,5
4.6,0.546,0.37,4.59,0.0726,13.6,52.6,0.9931,3.26,0.68,10.87,7
8.55,0.254,0.1,2.58,0.0443,19.3,52.8,0.9956,3.3,0.71,10.17,5
7.94,0.498,0.0,1.68,0.0818,18.0,60.5,0.9939,3.51,1.07,11.22,6
6.64,0.585,0.41,3.87,0.015,22.2,67.2,0.9939,3.74,0.38,11.29,6
5.41,0.886,0.1,1.2,0.103,2.4,31.2,0.9934,3.54,0.77,9.44,5
7.05,0.328,0.36,2.08,0.0976,2.6,28.2,0.9935,3.33,0.57,11.16,7
7.97,0.625,0.03,5.41,0.1565,20.7,64.5,0.9959,3.21,0.64,10.63,5
9.43,0.183,0.24,2.37,0.0767,11.1,38.7,0.9946,3.52,0.64,12.08,6
8.62,0.163,0.26,3.45,0.1058,12.4,49.1,0.9954,3.38,0.57,10.88,5
11.03,0.634,0.34,2.49,0.05,2.6,28.3,0.9963,3.07,0.68,11.41,6
6.54,0.569,0.05,3.64,0.0752,5.5,21.3,0.9945,3.37,0.45,10.26,5
9.8,0.77,0.47,5.24,0.0285,14.2,61.3,0.9964,3.27,0.81,11.59,5
8.38,0.177,0.22,1.38,0.0717,25.5,87.8,0.9939,3.37,0.41,11.48,7
9.48,0.658,0.0,1.18,0.0773,31.9,135.6,0.9964,3.14,0.73,9.31,5
7.56,0.808,0.27,1.89,0.0965,10.3,41.4,0.9931,3.27,0.62,12.03,6
10.12,0.641,0.26,2.72,0.0646,11.5,38.8,0.9962,3.02,0.44,10.87,5
8.8,0.537,0.32,1.29,0.0878,23.5,79.4,0.9952,3.41,0.71,10.18,6
7.14,0.571,0.5,0.91,0.0762,11.3,54.0,0.9943,3.33,0.38,9.7,5
8.28,0.143,0.29,1.53,0.0662,10.7,38.4,0.994,3.37,0.73,11.37,7
7.89,0.8,0.23,6.1,0.0927,30.3,100.0,0.9962,3.5,0.4,10.64,5
9.13,0.466,0.05,2.68,0.0911,20.7,86.2,0.9959,3.29,0.72,10.37,5
6.29,0.656,0.4,1.67,0.1199,30.8,125.5,0.9934,3.4,0.48,10.49,5
8.25,0.304,0.28,1.22,0.0847,5.0,18.1,0.9935,3.34,0.56,11.87,5
8.97,0.289,0.21,1.56,0.0705,10.9,40.3,0.9942,3.28,0.73,11.7,6
8.36,0.814,0.0,1.18,0.0823,24.2,101.3,0.9947,3.46,0.51,10.37,5
10.59,0.431,0.55,1.07,0.0559,3.4,10.2,0.9953,3.23,0.67,11.57,6
9.62,0.817,0.03,4.46,0.0751,21.0,102.6,0.9979,3.18,0.38,9.14,5
8.29,0.557,0.14,9.98,0.1707,4.4,20.6,0.998,3.44,0.75,10.57,5
8.67,0.177,0.35,1.17,0.048,21.8,56.1,0.9933,3.44,0.98,12.43,6
8.8,0.642,0.07,0.98,0.0734,13.4,56.9,0.9949,3.12,1.15,10.41,6
8.99,0.47,0.0,1.5,0.074,4.6,29.5,0.9961,3.46,0.66,9.33,5
5.2,0.689,0.0,1.83,0.0796,9.7,43.2,0.9935,3.51,0.77,9.52,5
7.79,0.654,0.34,1.24,0.0813,15.7,46.6,0.9957,3.37,0.33,8.64,4
5.78,0.228,0.19,1.44,0.0957,14.1,62.7,0.9934,3.56,0.94,9.84,6
10.47,0.518,0.82,1.24,0.0161,8.7,29.8,0.9963,3.13,0.81,10.25,6
8.2,0.863,0.11,3.13,0.126,29.6,94.3,0.9963,3.43,0.6,9.22,6
7.97,0.574,0.12,2.77,0.1098,10.8,34.4,0.9949,3.28,0.89,10.64,6
9.82,0.48,0.19,2.41,0.0348,10.5,46.7,0.9953,3.06,0.64,11.53,6
9.02,0.673,0.33,1.63,0.015,2.8,29.6,0.9959,3.15,0.6,9.72,6
6.38,0.446,0.25,4.5,0.0404,32.6,102.6,0.9929,3.47,0.8,12.59,7
8.18,0.606,0.36,6.14,0.0798,4.3,31.1,0.9963,3.2,0.46,10.69,5
7.73,0.384,0.07,1.19,0.1927,11.0,38.3,0.9936,3.53,0.81,11.21,5
5.33,0.61,0.0,1.28,0.1112,21.5,77.3,0.9933,3.6,0.46,9.52,5
7.13,0.746,0.0,2.02,0.0172,4.9,17.9,0.9937,3.53,0.46,11.03,5
7.99,0.348,0.0,1.04,0.0569,11.0,38.7,0.9951,3.34,0.53,9.53,6
8.1,0.652,0.24,1.76,0.0774,5.3,29.4,0.9935,3.35,0.85,11.97,7
5.78,0.634,0.16,2.21,0.1046,19.1,56.0,0.9937,3.29,0.5,9.9,4
10.26,0.419,0.14,2.01,0.0369,12.0,43.3,0.9961,3.33,0.41,10.73,5
8.13,0.74,0.47,1.5,0.0841,25.3,84.5,0.9958,3.36,0.54,9.0,5
8.36,0.361,0.55,2.07,0.0508,29.0,115.7,0.9952,3.37,0.71,10.18,7
8.98,0.699,0.19,5.68,0.0453,14.6,59.8,0.9966,3.48,0.44,10.77,5
6.96,0.44,0.0,1.25,0.0949,17.5,84.6,0.9943,3.3,0.48,9.68,6
9.08,0.56,0.15,2.5,0.1205,11.6,45.1,0.9955,3.26,1.0,10.64,5
7.68,0.654,0.14,0.97,0.1231,7.8,37.8,0.9954,3.38,0.49,8.81,5
6.78,0.379,0.25,1.0,0.0975,14.5,63.1,0.9919,3.27,0.71,12.37,8
9.27,0.12,0.2,2.1,0.0596,30.7,105.9,0.9962,3.24,0.66,9.84,7
10.84,0.539,0.05,1.07,0.1281,8.5,37.0,0.9968,3.24,0.49,9.83,3
9.53,0.568,0.26,0.93,0.0919,6.5,24.3,0.9944,3.21,0.83,11.7,7
9.87,0.468,0.18,1.18,0.0899,7.9,31.3,0.9961,3.39,0.84,9.93,6
7.41,0.321,0.37,2.15,0.055,8.9,41.6,0.9934,3.17,0.67,11.66,7
5.58,0.339,0.31,2.72,0.0696,2.9,14.9,0.9933,3.58,0.43,10.44,5
10.83,0.306,0.13,1.24,0.0875,10.3,52.8,0.9967,3.26,0.9,10.09,6
11.79,0.146,0.52,2.56,0.1821,10.2,40.2,0.9983,3.07,0.66,9.62,6
10.92,0.473,0.11,1.2,0.0965,12.7,57.1,0.9979,3.07,0.97,8.66,6
7.73,0.468,0.0,2.33,0.0651,7.4,19.7,0.9946,3.09,0.33,10.52,5
6.34,0.486,0.28,1.7,0.0612,13.4,25.3,0.9951,3.31,0.63,8.4,4
6.49,0.558,0.1,2.49,0.0698,27.3,107.3,0.994,3.53,0.97,10.27,5
5.44,0.552,0.35,8.86,0.1716,39.3,154.7,0.9958,3.45,0.62,10.36,6
8.12,0.926,0.0,5.07,0.0735,12.5,35.9,0.9957,3.46,0.6,10.85,5
11.03,0.233,0.54,0.91,0.1208,2.5,33.3,0.9965,3.1,0.73,10.32,6
8.06,0.607,0.45,4.15,0.0645,43.8,129.8,0.9954,3.41,0.63,10.75,7
8.81,0.735,0.0,1.0,0.0999,16.7,53.2,0.9945,3.2,0.59,10.91,5
10.64,0.358,0.02,5.49,0.1162,6.9,26.9,0.9976,3.08,0.62,10.96,6
7.61,0.605,0.55,1.4,0.0666,3.9,42.7,0.9942,3.33,0.53,10.49,5
11.76,0.332,0.2,1.62,0.0539,3.9,11.2,0.9963,3.06,0.93,11.54,7
11.69,0.602,0.1,1.04,0.1559,4.2,26.1,0.9984,2.96,0.72,8.64,5
8.08,0.747,0.0,1.08,0.1239,2.6,16.9,0.9937,3.3,0.72,11.38,6
7.32,0.593,0.23,2.85,0.1161,29.9,81.9,0.994,3.37,0.82,11.24,6
9.49,0.496,0.29,5.23,0.111,11.3,61.4,0.9974,3.4,0.68,10.06,7
7.71,0.417,0.42,2.32,0.1029,16.4,60.0,0.9947,3.45,0.55,10.38,6
6.33,0.238,0.04,2.79,0.1652,23.1,110.9,0.9938,3.55,0.58,10.59,6
10.48,0.455,0.02,3.05,0.0863,20.8,95.7,0.9969,3.29,0.68,10.49,6
10.37,0.615,0.41,1.36,0.1026,27.7,74.2,0.9954,3.25,0.54,11.41,7
8.56,0.23,0.47,0.97,0.0265,43.0,114.9,0.9934,3.15,0.59,12.06,6
