App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Master Tracker Pers 2261,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.383,0.573
Master Tracker Pers 2261,Average performance. UI could use some polishing.,Neutral,0.074,0.209
Master Tracker Pers 2261,"Best in its class, saves me so much time every day.",Positive,0.631,0.455
Pro Hub Pers 1264,Game is highly addictive with stellar graphics!,Positive,0.66,0.762
Pro Hub Pers 1264,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.504,0.672
Pro Hub Pers 1264,Average performance. UI could use some polishing.,Neutral,0.058,0.302
Pro Hub Pers 1264,Constant crashes after the latest update. Terrible experience.,Negative,-0.307,0.844
Pro Hub Pers 1264,Absolutely love this app! Very smooth UI and responsive.,Positive,0.304,0.497
Pro Hub Pers 1264,Incredible features and clean layout. Worth every penny.,Positive,0.376,0.403
Pro Hub Pers 1264,Great customer support and seamless synchronization.,Positive,0.32,0.468
Pro Hub Pers 1264,"Best in its class, saves me so much time every day.",Positive,0.42,0.772
Quick Lite Fami 720,Battery drain is immense and phone overheats quickly.,Negative,-0.312,0.717
Quick Lite Fami 720,"Best in its class, saves me so much time every day.",Positive,0.59,0.483
Quick Lite Fami 720,Great customer support and seamless synchronization.,Positive,0.891,0.618
Quick Lite Fami 720,Absolutely love this app! Very smooth UI and responsive.,Positive,0.378,0.556
Quick Lite Fami 720,"Best in its class, saves me so much time every day.",Positive,0.318,0.748
Quick Lite Fami 720,Incredible features and clean layout. Worth every penny.,Positive,0.529,0.659
Quick Lite Fami 720,Constant crashes after the latest update. Terrible experience.,Negative,-0.361,0.761
Quick Lite Fami 720,Customer service never responded to my refund ticket.,Negative,-0.152,0.787
Pocket Flow Phot 2264,Incredible features and clean layout. Worth every penny.,Positive,0.84,0.798
Pocket Flow Phot 2264,Average performance. UI could use some polishing.,Neutral,0.135,0.362
Pocket Flow Phot 2264,Incredible features and clean layout. Worth every penny.,Positive,0.944,0.753
Pocket Flow Phot 2264,Game is highly addictive with stellar graphics!,Positive,0.33,0.811
Pocket Flow Phot 2264,Essential utility for daily workflow. Fast loading.,Positive,0.595,0.596
Pocket Flow Phot 2264,Game is highly addictive with stellar graphics!,Positive,0.933,0.426
Pocket Flow Phot 2264,"Full of bugs, login screen freezes constantly.",Negative,-0.533,0.51
Pocket Flow Phot 2264,"Best in its class, saves me so much time every day.",Positive,0.884,0.78
Pocket Flow Phot 2264,Great customer support and seamless synchronization.,Positive,0.416,0.846
Pocket Flow Phot 2264,Constant crashes after the latest update. Terrible experience.,Negative,-0.247,0.695
Pocket Flow Phot 2264,Battery drain is immense and phone overheats quickly.,Negative,-0.411,0.706
Pocket Flow Phot 2264,"Best in its class, saves me so much time every day.",Positive,0.367,0.571
Super Plus Game 2088,Great customer support and seamless synchronization.,Positive,0.859,0.497
Super Plus Game 2088,Absolutely love this app! Very smooth UI and responsive.,Positive,0.632,0.462
Super Plus Game 2088,Battery drain is immense and phone overheats quickly.,Negative,-0.719,0.653
Super Plus Game 2088,"Best in its class, saves me so much time every day.",Positive,0.709,0.419
Super Plus Game 2088,"Best in its class, saves me so much time every day.",Positive,0.328,0.596
Daily Flow Phot 1152,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.48,0.857
Daily Flow Phot 1152,Game is highly addictive with stellar graphics!,Positive,0.596,0.412
Daily Flow Phot 1152,Constant crashes after the latest update. Terrible experience.,Negative,-0.569,0.677
Daily Flow Phot 1152,Game is highly addictive with stellar graphics!,Positive,0.941,0.611
Daily Flow Phot 1152,"Works okay on tablet, bit clunky on small screens.",Neutral,0.084,0.388
Daily Flow Phot 1152,Incredible features and clean layout. Worth every penny.,Positive,0.317,0.485
Daily Flow Phot 1152,Incredible features and clean layout. Worth every penny.,Positive,0.778,0.595
Daily Flow Phot 1152,Absolutely love this app! Very smooth UI and responsive.,Positive,0.369,0.418
Daily Flow Phot 1152,Absolutely love this app! Very smooth UI and responsive.,Positive,0.588,0.763
Daily Flow Phot 1152,Average performance. UI could use some polishing.,Neutral,0.06,0.156
Hyper Vault Heal 2353,"Best in its class, saves me so much time every day.",Positive,0.304,0.635
Hyper Vault Heal 2353,Constant crashes after the latest update. Terrible experience.,Negative,-0.385,0.462
Hyper Vault Heal 2353,Incredible features and clean layout. Worth every penny.,Positive,0.252,0.517
Hyper Vault Heal 2353,Great customer support and seamless synchronization.,Positive,0.454,0.818
Hyper Vault Heal 2353,"Best in its class, saves me so much time every day.",Positive,0.797,0.627
Super Flow Fina 962,Game is highly addictive with stellar graphics!,Positive,0.285,0.403
Super Flow Fina 962,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.153,0.743
Super Flow Fina 962,Essential utility for daily workflow. Fast loading.,Positive,0.456,0.418
Super Flow Fina 962,Average performance. UI could use some polishing.,Neutral,-0.02,0.329
Super Flow Fina 962,Game is highly addictive with stellar graphics!,Positive,0.882,0.599
Super Flow Fina 962,Great customer support and seamless synchronization.,Positive,0.937,0.509
Super Flow Fina 962,"Full of bugs, login screen freezes constantly.",Negative,-0.719,0.462
Super Flow Fina 962,Average performance. UI could use some polishing.,Neutral,-0.067,0.24
Super Flow Fina 962,"Best in its class, saves me so much time every day.",Positive,0.294,0.487
Super Flow Fina 962,"Best in its class, saves me so much time every day.",Positive,0.845,0.64
Super Flow Fina 962,Great customer support and seamless synchronization.,Positive,0.668,0.564
Hyper Vault Heal 325,Game is highly addictive with stellar graphics!,Positive,0.47,0.43
Hyper Vault Heal 325,Essential utility for daily workflow. Fast loading.,Positive,0.832,0.785
Hyper Vault Heal 325,Absolutely love this app! Very smooth UI and responsive.,Positive,0.753,0.607
Hyper Vault Heal 325,Battery drain is immense and phone overheats quickly.,Negative,-0.471,0.873
Hyper Vault Heal 325,"Works okay on tablet, bit clunky on small screens.",Neutral,0.128,0.289
Hyper Vault Heal 325,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.059,0.389
Hyper Vault Heal 325,Constant crashes after the latest update. Terrible experience.,Negative,-0.537,0.747
NextGen Portal Game 2272,Incredible features and clean layout. Worth every penny.,Positive,0.63,0.436
NextGen Portal Game 2272,Essential utility for daily workflow. Fast loading.,Positive,0.615,0.66
NextGen Portal Game 2272,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.149,0.387
NextGen Portal Game 2272,Incredible features and clean layout. Worth every penny.,Positive,0.739,0.625
NextGen Portal Game 2272,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.543,0.856
Fast Tracker Heal 135,Great customer support and seamless synchronization.,Positive,0.529,0.413
Fast Tracker Heal 135,Great customer support and seamless synchronization.,Positive,0.357,0.443
Fast Tracker Heal 135,Incredible features and clean layout. Worth every penny.,Positive,0.303,0.805
Fast Tracker Heal 135,"Works okay on tablet, bit clunky on small screens.",Neutral,0.09,0.16
Fast Tracker Heal 135,Average performance. UI could use some polishing.,Neutral,0.039,0.213
Fast Tracker Heal 135,Average performance. UI could use some polishing.,Neutral,-0.024,0.276
Fast Tracker Heal 135,Game is highly addictive with stellar graphics!,Positive,0.71,0.545
Fast Tracker Heal 135,"Best in its class, saves me so much time every day.",Positive,0.292,0.813
Fast Tracker Heal 135,Customer service never responded to my refund ticket.,Negative,-0.367,0.689
Fast Tracker Heal 135,Great customer support and seamless synchronization.,Positive,0.582,0.506
Super Manager Heal 354,Game is highly addictive with stellar graphics!,Positive,0.92,0.679
Super Manager Heal 354,Average performance. UI could use some polishing.,Neutral,-0.046,0.331
Super Manager Heal 354,Customer service never responded to my refund ticket.,Negative,-0.411,0.524
Super Manager Heal 354,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.124,0.303
Super Manager Heal 354,Game is highly addictive with stellar graphics!,Positive,0.716,0.488
Super Manager Heal 354,"Full of bugs, login screen freezes constantly.",Negative,-0.634,0.623
Super Manager Heal 354,Incredible features and clean layout. Worth every penny.,Positive,0.345,0.605
Super Manager Heal 354,"Best in its class, saves me so much time every day.",Positive,0.473,0.741
Super Manager Heal 354,Battery drain is immense and phone overheats quickly.,Negative,-0.758,0.558
Super Manager Heal 354,Essential utility for daily workflow. Fast loading.,Positive,0.637,0.698
Super Manager Heal 354,"Best in its class, saves me so much time every day.",Positive,0.581,0.55
Super Manager Heal 354,Average performance. UI could use some polishing.,Neutral,0.108,0.364
Quick Lite Heal 1756,Average performance. UI could use some polishing.,Neutral,-0.086,0.176
Quick Lite Heal 1756,"Best in its class, saves me so much time every day.",Positive,0.439,0.427
Quick Lite Heal 1756,"Best in its class, saves me so much time every day.",Positive,0.314,0.579
Quick Lite Heal 1756,Essential utility for daily workflow. Fast loading.,Positive,0.939,0.48
Quick Lite Heal 1756,Average performance. UI could use some polishing.,Neutral,0.0,0.35
Super Manager Phot 2439,"Best in its class, saves me so much time every day.",Positive,0.386,0.607
Super Manager Phot 2439,Incredible features and clean layout. Worth every penny.,Positive,0.505,0.76
Super Manager Phot 2439,Essential utility for daily workflow. Fast loading.,Positive,0.91,0.492
Super Manager Phot 2439,Average performance. UI could use some polishing.,Neutral,-0.079,0.176
Super Manager Phot 2439,Great customer support and seamless synchronization.,Positive,0.435,0.846
Super Manager Phot 2439,Essential utility for daily workflow. Fast loading.,Positive,0.452,0.744
Super Manager Phot 2439,Great customer support and seamless synchronization.,Positive,0.622,0.535
Super Manager Phot 2439,"Good concept, waiting for future feature updates.",Neutral,-0.005,0.276
Super Manager Phot 2439,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.06,0.178
Super Manager Phot 2439,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.032,0.273
Super Manager Phot 2439,Battery drain is immense and phone overheats quickly.,Negative,-0.388,0.58
Pro Assistant Pers 1593,Game is highly addictive with stellar graphics!,Positive,0.76,0.545
Pro Assistant Pers 1593,"Full of bugs, login screen freezes constantly.",Negative,-0.417,0.847
Pro Assistant Pers 1593,Essential utility for daily workflow. Fast loading.,Positive,0.649,0.453
Pro Assistant Pers 1593,Absolutely love this app! Very smooth UI and responsive.,Positive,0.293,0.542
Pro Assistant Pers 1593,Incredible features and clean layout. Worth every penny.,Positive,0.937,0.693
Pro Assistant Pers 1593,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.25,0.666
Pro Assistant Pers 1593,Essential utility for daily workflow. Fast loading.,Positive,0.878,0.422
Pro Assistant Pers 1593,Average performance. UI could use some polishing.,Neutral,-0.035,0.335
Pro Assistant Pers 1593,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.081,0.173
Pro Assistant Pers 1593,Incredible features and clean layout. Worth every penny.,Positive,0.883,0.507
Pro Assistant Pers 1593,Essential utility for daily workflow. Fast loading.,Positive,0.726,0.84
Pro Assistant Pers 1593,"Good concept, waiting for future feature updates.",Neutral,-0.049,0.162
Daily Tracker Life 2468,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.097,0.255
Daily Tracker Life 2468,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.77,0.462
Daily Tracker Life 2468,"Full of bugs, login screen freezes constantly.",Negative,-0.411,0.559
Daily Tracker Life 2468,Incredible features and clean layout. Worth every penny.,Positive,0.675,0.796
Daily Tracker Life 2468,Absolutely love this app! Very smooth UI and responsive.,Positive,0.613,0.621
Daily Tracker Life 2468,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.004,0.152
NextGen Hub Game 94,"Good concept, waiting for future feature updates.",Neutral,0.009,0.237
NextGen Hub Game 94,Absolutely love this app! Very smooth UI and responsive.,Positive,0.88,0.543
NextGen Hub Game 94,"Best in its class, saves me so much time every day.",Positive,0.307,0.42
NextGen Hub Game 94,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.053,0.396
NextGen Hub Game 94,Great customer support and seamless synchronization.,Positive,0.629,0.755
NextGen Hub Game 94,Average performance. UI could use some polishing.,Neutral,0.06,0.178
Easy Manager Heal 57,Game is highly addictive with stellar graphics!,Positive,0.872,0.519
Easy Manager Heal 57,"Full of bugs, login screen freezes constantly.",Negative,-0.643,0.617
Easy Manager Heal 57,"Works okay on tablet, bit clunky on small screens.",Neutral,0.091,0.304
Easy Manager Heal 57,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.496,0.568
Easy Manager Heal 57,Absolutely love this app! Very smooth UI and responsive.,Positive,0.703,0.529
Easy Manager Heal 57,Incredible features and clean layout. Worth every penny.,Positive,0.345,0.577
Easy Manager Heal 57,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.26,0.526
Super Tracker Game 219,Incredible features and clean layout. Worth every penny.,Positive,0.655,0.476
