House_ID,Square_Feet,Bedrooms,Bathrooms,Floors,Year_Built,House_Age,Neighborhood,Overall_Condition,Garage_Capacity,Has_Pool,Distance_to_City_Center_km,Price
HSE-11187,1461,2,1.5,1,2000,24,Downtown,Good,2.0,0,3.1,477000.0
HSE-11188,1953,3,2.2,2,2016,8,Downtown,Fair,1.0,0,32.8,454100.0
HSE-11189,2457,3,2.2,2,1974,50,Suburbs,Good,0.0,0,5.3,520300.0
HSE-11190,1470,4,3.0,1,1992,32,Rural,Fair,1.0,0,7.9,306000.0
HSE-11191,2168,4,2.5,2,2021,3,Suburbs,Good,1.0,0,24.9,521700.0
HSE-11192,1232,3,2.2,1,1970,54,Uptown,Excellent,1.0,0,13.3,397200.0
HSE-11193,1709,4,3.5,2,1991,33,Downtown,Fair,1.0,0,11.6,511400.0
HSE-11194,2307,4,3.0,1,2020,4,Suburbs,Good,2.0,0,14.2,585400.0
HSE-11195,1064,4,3.5,2,1976,48,Rural,Fair,2.0,0,19.7,239400.0
HSE-11196,2386,2,2.0,1,2016,8,Waterfront,Good,2.0,0,23.0,668300.0
HSE-11197,2087,1,1.0,2,2012,12,Downtown,Fair,2.0,0,12.3,495700.0
HSE-11198,2459,2,1.5,2,1967,57,Suburbs,Good,2.0,0,24.1,519200.0
HSE-11199,2245,3,2.2,1,2010,14,Suburbs,Fair,2.0,0,9.7,498900.0
HSE-11200,2986,3,2.8,2,1997,27,Suburbs,Good,2.0,0,5.2,668600.0
HSE-11201,2181,3,2.8,1,1974,50,Suburbs,Good,1.0,1,23.2,476800.0
HSE-11202,1820,4,3.0,2,1995,29,Downtown,Good,2.0,0,9.8,535000.0
HSE-11203,2179,4,3.0,1,1979,45,Rural,Good,1.0,0,25.7,441800.0
HSE-11204,2453,4,3.0,2,1971,53,Downtown,Excellent,1.0,0,2.4,652200.0
HSE-11205,2131,3,1.8,1,2000,24,Rural,Good,2.0,0,7.1,474000.0
HSE-11206,2126,3,2.2,1,1978,46,Uptown,Fair,1.0,0,31.5,460600.0
HSE-11207,1643,3,2.8,1,2020,4,Downtown,Good,1.0,1,4.9,558600.0
HSE-11208,1669,2,1.5,2,2012,12,Waterfront,Excellent,1.0,1,30.4,519600.0
HSE-11209,1188,2,1.5,1,1978,46,Downtown,Good,1.0,1,32.8,379900.0
HSE-11210,3237,3,2.2,2,1967,57,Waterfront,Good,1.0,1,23.4,796300.0
HSE-11211,1291,3,2.2,2,2013,11,Suburbs,Fair,2.0,0,10.3,367600.0
HSE-11212,1649,4,3.0,1,2017,7,Suburbs,Good,2.0,0,12.4,470600.0
HSE-11213,1633,2,1.5,2,2010,14,Waterfront,,2.0,0,22.4,544200.0
HSE-11214,2681,4,3.5,1,2014,10,Downtown,Excellent,1.0,0,17.0,752700.0
HSE-11215,1908,3,2.8,1,1967,57,Rural,Excellent,3.0,0,11.9,488300.0
HSE-11216,2911,3,1.8,2,1986,38,Rural,Fair,2.0,0,42.3,485000.0
HSE-11217,1662,3,2.8,2,1983,41,Suburbs,Good,1.0,0,13.6,382800.0
HSE-11218,2281,3,2.2,2,1999,25,Downtown,Good,2.0,1,39.1,583300.0
HSE-11219,1557,3,2.2,1,1976,48,Suburbs,Good,2.0,0,2.6,424500.0
HSE-11220,3494,3,1.8,1,2018,6,Uptown,Excellent,2.0,0,3.5,841700.0
HSE-11221,1328,2,1.5,1,1969,55,Uptown,Good,1.0,1,8.0,387000.0
HSE-11222,2301,2,2.0,2,1974,50,Suburbs,Good,2.0,0,6.9,525600.0
HSE-11223,2511,3,2.2,2,2005,19,Downtown,Good,2.0,1,17.3,668700.0
HSE-11224,2368,4,3.0,2,1997,27,Uptown,Excellent,2.0,0,3.8,672400.0
HSE-11225,1979,3,2.2,1,1977,47,Suburbs,Good,2.0,0,39.3,438000.0
HSE-11226,2015,4,3.0,1,1999,25,Waterfront,Good,2.0,1,5.8,716600.0
HSE-11227,2128,3,1.8,1,2015,9,Uptown,Good,2.0,0,7.6,590300.0
HSE-11228,2004,5,3.8,1,1996,28,Rural,Good,1.0,0,5.2,530800.0
HSE-11229,2726,4,3.0,1,1975,49,Suburbs,Excellent,2.0,0,10.7,659800.0
HSE-11230,3536,3,1.8,2,2012,12,Suburbs,Good,1.0,0,2.6,742700.0
HSE-11231,1737,3,2.8,2,2002,22,Downtown,Good,2.0,0,3.6,542900.0
HSE-11232,1209,4,3.0,2,1988,36,Suburbs,Good,2.0,0,15.7,383700.0
HSE-11233,2042,3,2.2,2,1999,25,Rural,Good,0.0,0,4.1,462700.0
HSE-11234,3776,3,2.2,1,1983,41,Suburbs,Good,2.0,0,4.7,796200.0
HSE-11235,1577,1,1.0,2,1970,54,Uptown,Fair,1.0,0,17.7,315400.0
HSE-11236,3165,4,2.5,1,2004,20,Downtown,Good,1.0,0,3.0,800900.0
HSE-11237,3190,4,2.5,3,2018,6,Suburbs,Good,1.0,0,7.8,717500.0
HSE-11238,1740,2,2.0,2,2009,15,Suburbs,,1.0,0,2.2,464800.0
HSE-11239,2469,3,2.2,1,2008,16,Uptown,Excellent,1.0,1,6.3,675400.0
HSE-11240,3158,3,2.8,2,2006,18,Downtown,Good,1.0,0,14.0,794000.0
HSE-11241,1853,2,2.0,1,1999,25,Suburbs,Fair,2.0,1,2.9,480500.0
HSE-11242,1967,5,3.8,2,1968,56,Rural,Excellent,,0,23.9,466200.0
HSE-11243,1721,2,1.5,2,1997,27,Suburbs,Good,2.0,0,26.0,399100.0
HSE-11244,1440,2,1.5,1,1977,47,Downtown,Good,0.0,0,3.1,435400.0
HSE-11245,1677,3,2.8,1,2020,4,Downtown,Good,3.0,0,45.0,487300.0
HSE-11246,1304,4,3.5,2,2000,24,Suburbs,Good,2.0,0,5.5,406300.0
HSE-11247,2122,1,1.0,2,2018,6,Rural,Good,0.0,0,2.9,462600.0
HSE-11248,1599,3,2.2,1,2007,17,Suburbs,Good,2.0,0,2.1,448700.0
HSE-11249,2251,3,1.8,3,1983,41,Suburbs,Excellent,1.0,0,7.3,542000.0
HSE-11250,1088,2,2.0,1,2007,17,Downtown,Good,2.0,0,11.9,354200.0
HSE-11251,2315,2,2.0,1,1976,48,Uptown,Good,2.0,0,6.0,559800.0
HSE-11252,2641,3,1.8,1,1975,49,Downtown,Fair,1.0,0,20.1,563000.0
HSE-11253,804,3,2.2,1,1970,54,Uptown,Fair,2.0,0,14.6,289800.0
HSE-11254,2343,5,3.2,1,1976,48,Suburbs,Good,1.0,1,6.3,587900.0
HSE-11255,2897,4,3.0,3,1991,33,Suburbs,Good,0.0,0,15.3,586300.0
HSE-11256,1313,5,4.2,1,2005,19,Waterfront,Excellent,3.0,0,30.2,589100.0
HSE-11257,3187,3,2.2,1,1989,35,Suburbs,Good,3.0,0,3.0,707500.0
HSE-11258,2372,5,3.2,1,2006,18,Waterfront,Good,2.0,0,5.7,735200.0
HSE-11259,1641,3,2.2,2,1967,57,Suburbs,Good,2.0,0,8.2,412500.0
HSE-11260,2063,3,2.8,2,1967,57,Waterfront,Fair,0.0,0,8.9,527100.0
HSE-11261,2462,2,1.5,1,1984,40,Suburbs,Excellent,2.0,1,9.8,614400.0
HSE-11262,2149,2,1.5,1,1992,32,Uptown,Good,0.0,0,5.6,517700.0
HSE-11263,2450,3,1.8,1,1987,37,Suburbs,Fair,0.0,0,13.0,480400.0
HSE-11264,1501,3,2.8,1,2012,12,Suburbs,Good,2.0,0,12.4,451900.0
HSE-11265,2210,2,2.0,1,1967,57,Suburbs,Excellent,1.0,0,10.6,492300.0
HSE-11266,1181,3,2.2,1,2006,18,Suburbs,Excellent,0.0,1,3.2,428400.0
HSE-11267,2027,3,1.8,1,1988,36,Suburbs,Fair,1.0,1,8.5,471400.0
HSE-11268,1512,3,1.8,2,2007,17,Downtown,Excellent,1.0,0,6.4,586100.0
HSE-11269,1621,3,1.8,1,2004,20,Downtown,,1.0,0,8.8,500500.0
HSE-11270,2903,4,3.0,3,1970,54,Uptown,Fair,0.0,0,27.5,568600.0
HSE-11271,2809,4,3.5,2,1984,40,Uptown,Excellent,1.0,0,8.5,763600.0
HSE-11272,2495,3,2.2,2,1975,49,Uptown,Excellent,2.0,0,2.1,681600.0
HSE-11273,1389,3,2.8,1,1996,28,Downtown,Good,2.0,1,7.8,511300.0
HSE-11274,1894,3,2.2,1,1991,33,Downtown,Good,2.0,0,19.2,509100.0
HSE-11275,2888,4,3.0,1,1985,39,Downtown,Excellent,2.0,0,17.1,714200.0
HSE-11276,2192,3,2.2,2,2008,16,Waterfront,Good,0.0,1,9.2,686500.0
HSE-11277,3607,2,1.0,2,2012,12,Suburbs,Excellent,0.0,0,4.9,744100.0
HSE-11278,2355,2,1.5,2,2014,10,Suburbs,Good,1.0,1,8.3,546800.0
HSE-11279,2224,3,2.2,3,1977,47,Uptown,Excellent,2.0,0,10.3,613200.0
HSE-11280,1899,3,1.8,1,1986,38,Suburbs,Excellent,2.0,1,45.0,476600.0
HSE-11281,2186,4,3.0,2,1999,25,Rural,Fair,2.0,0,12.3,466900.0
HSE-11282,2000,2,1.5,1,2011,13,Waterfront,Excellent,1.0,0,13.9,647000.0
HSE-11283,2560,3,2.8,1,1986,38,Suburbs,Good,1.0,0,8.8,580200.0
HSE-11284,2721,4,3.0,1,1992,32,Suburbs,Good,2.0,0,6.4,651100.0
HSE-11285,1589,4,3.5,1,1985,39,Downtown,Good,1.0,0,18.8,467000.0
HSE-11286,1234,3,2.2,2,2010,14,Uptown,Fair,2.0,1,8.8,430100.0
HSE-11287,906,3,2.2,1,1982,42,Suburbs,Good,2.0,1,45.0,223100.0
HSE-11288,2430,3,2.2,2,1995,29,Uptown,Excellent,2.0,0,8.1,625700.0
HSE-11289,1382,5,4.2,2,2010,14,Downtown,Good,3.0,0,2.7,577300.0
HSE-11290,700,2,1.5,2,2001,23,Suburbs,Good,3.0,0,13.5,252700.0
HSE-11291,2352,5,3.8,1,1985,39,Suburbs,Excellent,2.0,0,2.5,626300.0
HSE-11292,3720,3,2.2,2,1978,46,Uptown,Good,2.0,0,4.9,795300.0
HSE-11293,2096,3,2.2,2,1989,35,Suburbs,Good,1.0,1,6.4,495500.0
HSE-11294,2645,1,1.0,1,1991,33,Waterfront,Good,3.0,0,15.5,641800.0
HSE-11295,2153,3,1.8,1,2004,20,Downtown,Good,2.0,0,8.8,594000.0
HSE-11296,2035,3,1.8,2,1987,37,Downtown,Good,1.0,0,2.3,499700.0
HSE-11297,2697,2,2.0,2,1995,29,Waterfront,Excellent,1.0,0,11.6,754000.0
HSE-11298,1911,3,2.2,2,2011,13,Waterfront,Good,1.0,0,7.3,630300.0
HSE-11299,2273,5,3.8,2,1993,31,Suburbs,Excellent,2.0,0,27.5,578800.0
HSE-11300,2309,3,2.2,2,2011,13,Suburbs,Good,2.0,0,8.9,562500.0
HSE-11301,1665,4,3.0,1,1994,30,Uptown,Good,1.0,0,14.3,481600.0
HSE-11302,2744,2,1.5,1,2015,9,Downtown,Good,0.0,0,4.5,669400.0
HSE-11303,1986,3,1.8,1,1990,34,Suburbs,Good,3.0,0,16.3,481400.0
HSE-11304,1608,2,2.0,2,1984,40,Rural,Good,2.0,0,14.8,378400.0
HSE-11305,2448,3,2.8,2,2002,22,Suburbs,Fair,2.0,0,25.4,550200.0
HSE-11306,1515,5,4.2,1,1983,41,Suburbs,Fair,1.0,1,2.3,500200.0
HSE-11307,2118,3,2.2,2,1991,33,Suburbs,Good,2.0,0,7.9,495200.0
HSE-11308,2094,2,1.5,1,1989,35,Uptown,Good,2.0,0,13.4,535800.0
HSE-11309,2805,3,1.8,1,2004,20,Uptown,Good,1.0,0,3.0,690200.0
HSE-11310,2408,3,1.8,1,2002,22,Suburbs,Fair,1.0,0,7.3,507000.0
HSE-11311,2083,3,1.8,1,2016,8,Suburbs,Good,1.0,0,30.5,435800.0
HSE-11312,2631,4,3.0,1,1987,37,Suburbs,Good,1.0,0,7.7,598200.0
HSE-11313,3003,4,3.0,1,1993,31,Uptown,Good,3.0,0,44.3,640400.0
HSE-11314,2462,3,2.2,1,1979,45,Suburbs,Good,0.0,1,2.6,544300.0
HSE-11315,2106,3,1.8,1,2023,1,Rural,Good,1.0,1,14.7,506600.0
HSE-11316,1247,3,2.2,2,1967,57,Suburbs,Excellent,2.0,0,10.7,375200.0
HSE-11317,1407,2,1.5,1,1974,50,Rural,Fair,1.0,0,8.9,268900.0
HSE-11318,1901,3,2.2,3,1979,45,Suburbs,Good,2.0,1,37.4,447100.0
HSE-11319,1703,3,2.2,1,2020,4,Uptown,Excellent,1.0,0,3.4,549300.0
HSE-11320,1978,3,2.2,1,1980,44,Suburbs,Good,,0,24.6,457400.0
HSE-11321,2136,3,2.8,1,1981,43,Suburbs,Good,1.0,1,13.8,504600.0
HSE-11322,2444,2,1.5,1,1983,41,Waterfront,Good,2.0,1,5.0,691900.0
HSE-11323,2054,3,2.2,2,1975,49,Waterfront,Good,2.0,0,25.2,580800.0
HSE-11324,2416,2,1.5,1,2012,12,Downtown,Excellent,2.0,0,7.6,709700.0
HSE-11325,2141,2,1.5,3,1969,55,Uptown,Excellent,2.0,0,18.8,558200.0
HSE-11326,815,4,3.5,2,1969,55,Downtown,Good,2.0,1,6.9,440800.0
HSE-11327,1489,1,1.0,2,2022,2,Waterfront,Excellent,1.0,1,21.0,519200.0
HSE-11328,2006,3,2.2,2,1978,46,Suburbs,Fair,,0,12.1,445000.0
HSE-11329,1313,2,2.0,2,2014,10,Downtown,Fair,2.0,0,3.5,454800.0
HSE-11330,2489,4,3.0,1,1990,34,Downtown,Excellent,2.0,0,12.5,739300.0
HSE-11331,3094,3,2.2,2,1972,52,Suburbs,Fair,1.0,0,4.1,583800.0
HSE-11332,2892,2,1.5,1,1969,55,Rural,Fair,1.0,1,7.3,560500.0
HSE-11333,1961,3,2.2,1,1971,53,Suburbs,Good,2.0,0,3.9,500900.0
HSE-11334,3068,4,3.0,2,1980,44,Suburbs,Good,1.0,0,2.2,695100.0
HSE-11335,2196,5,3.8,2,2019,5,Downtown,Good,1.0,0,4.4,639700.0
HSE-11336,1880,2,2.0,2,1978,46,Uptown,Good,1.0,0,9.7,482800.0
HSE-11337,1701,4,3.0,1,2001,23,Suburbs,Good,2.0,0,8.6,487600.0
HSE-11338,1903,5,3.8,2,2020,4,Downtown,Good,3.0,0,9.0,642900.0
HSE-11339,1847,4,3.0,1,2005,19,Rural,Excellent,2.0,0,4.8,495100.0
HSE-11340,2210,3,2.8,1,1968,56,Suburbs,Excellent,1.0,0,13.6,506400.0
HSE-11341,2204,3,2.8,1,2000,24,Uptown,Good,1.0,1,14.2,609200.0
HSE-11342,2101,3,2.2,1,2012,12,Uptown,Excellent,0.0,0,6.4,575600.0
HSE-11343,2384,4,3.0,1,2020,4,Downtown,Good,2.0,0,23.3,629300.0
HSE-11344,2873,3,2.2,2,1981,43,Rural,Fair,2.0,0,12.3,544200.0
HSE-11345,2717,3,2.2,2,2011,13,Uptown,Fair,1.0,1,14.5,656300.0
HSE-11346,1134,3,1.8,1,2000,24,Downtown,Fair,2.0,0,5.2,421100.0
HSE-11347,650,4,3.0,2,1970,54,Downtown,Good,2.0,0,2.0,334800.0
HSE-11348,2707,4,3.0,2,1980,44,Uptown,Fair,1.0,0,22.1,569300.0
HSE-11349,1211,2,2.0,2,1993,31,Downtown,Good,1.0,0,19.3,369600.0
HSE-11350,1953,4,3.0,2,2000,24,Waterfront,Fair,3.0,1,3.3,642900.0
HSE-11351,1339,3,2.8,1,2002,22,Suburbs,Excellent,1.0,1,6.7,474300.0
HSE-11352,928,4,3.0,2,2001,23,Suburbs,Good,2.0,0,12.8,296700.0
HSE-11353,2451,3,2.2,2,2012,12,Suburbs,Excellent,2.0,0,12.6,626900.0
HSE-11354,2593,3,2.2,1,2021,3,Suburbs,Excellent,2.0,0,21.7,645900.0
HSE-11355,1725,4,2.5,1,2012,12,Suburbs,Fair,2.0,0,3.5,471500.0
HSE-11356,650,3,2.2,2,1974,50,Waterfront,Good,2.0,1,7.6,381200.0
HSE-11357,1744,4,2.5,1,2005,19,Uptown,Fair,2.0,1,3.0,547800.0
HSE-11358,2354,3,2.2,3,2000,24,Uptown,Excellent,3.0,0,6.9,644100.0
HSE-11359,1138,3,2.2,1,1993,31,Uptown,Good,2.0,0,2.2,390200.0
HSE-11360,2219,3,2.2,2,1978,46,Waterfront,Fair,1.0,0,24.9,580000.0
HSE-11361,2090,3,2.2,1,1968,56,Downtown,Fair,1.0,0,9.5,525300.0
HSE-11362,2476,3,1.8,2,2008,16,Waterfront,Good,2.0,0,21.0,712600.0
HSE-11363,2177,1,1.0,2,2020,4,Suburbs,Excellent,2.0,0,2.6,545900.0
HSE-11364,1467,3,2.8,1,2006,18,Rural,Good,1.0,0,4.6,388100.0
HSE-11365,2877,1,1.0,2,2000,24,Uptown,Excellent,0.0,0,5.0,701500.0
HSE-11366,1996,5,3.8,1,2014,10,Suburbs,Good,2.0,0,6.9,615800.0
HSE-11367,2082,5,3.8,1,2009,15,Downtown,Fair,1.0,0,18.2,601800.0
HSE-11368,1493,3,1.8,1,1977,47,Downtown,Excellent,2.0,0,6.9,488800.0
HSE-11369,1811,4,3.5,2,2010,14,Suburbs,Fair,2.0,0,4.3,494400.0
HSE-11370,1524,3,2.2,1,1982,42,Downtown,Excellent,2.0,1,2.7,551800.0
HSE-11371,1987,3,2.2,1,1997,27,Suburbs,Good,0.0,0,2.8,496600.0
HSE-11372,3212,4,3.0,1,1985,39,Suburbs,Fair,1.0,1,16.3,663800.0
HSE-11373,1208,5,3.2,2,1980,44,Rural,Good,1.0,1,7.9,379200.0
HSE-11374,1051,3,2.8,2,1979,45,Uptown,Excellent,1.0,0,15.0,397200.0
HSE-11375,3056,4,2.5,1,2018,6,Waterfront,Excellent,2.0,0,13.5,875600.0
HSE-11376,1963,3,2.2,1,2021,3,Uptown,Fair,2.0,1,3.5,555800.0
HSE-11377,1665,5,3.8,3,1969,55,Suburbs,Fair,1.0,0,3.5,441900.0
HSE-11378,2775,1,1.0,1,1970,54,Downtown,Good,0.0,1,16.1,648900.0
HSE-11379,1706,3,2.2,2,2002,22,Uptown,Good,1.0,0,14.8,464600.0
HSE-11380,3286,3,2.2,2,1967,57,Rural,Good,3.0,0,6.7,665300.0
HSE-11381,2540,3,2.2,2,2012,12,Suburbs,Fair,2.0,0,2.8,544100.0
HSE-11382,1782,2,2.0,1,1976,48,Waterfront,Excellent,2.0,0,2.1,617000.0
HSE-11383,3502,5,3.2,2,2000,24,Rural,Good,2.0,1,5.4,794400.0
HSE-11384,1706,2,1.5,2,1997,27,Uptown,Excellent,2.0,0,2.1,527400.0
HSE-11385,2582,3,2.2,2,2000,24,Rural,Good,2.0,0,4.6,581900.0
HSE-11386,2294,2,2.0,1,1997,27,Downtown,Good,,0,7.4,583000.0
HSE-11387,2946,3,2.2,1,1995,29,Rural,Excellent,2.0,0,3.3,685100.0
HSE-11388,3114,3,2.2,1,1985,39,Uptown,Good,1.0,0,3.1,699500.0
HSE-11389,2120,3,2.2,2,1991,33,Suburbs,Excellent,2.0,0,24.7,539500.0
HSE-11390,1610,2,1.5,2,1991,33,Rural,Excellent,0.0,0,10.8,369100.0
HSE-11391,2398,2,1.5,1,1972,52,Downtown,Good,2.0,0,29.3,533400.0
HSE-11392,1659,3,2.2,2,2020,4,Downtown,Good,0.0,0,6.2,479200.0
HSE-11393,3408,4,3.0,1,2001,23,Downtown,Fair,2.0,0,13.3,764100.0
HSE-11394,2188,4,3.0,2,1996,28,Suburbs,Fair,1.0,1,4.3,559800.0
HSE-11395,1862,2,1.0,2,1990,34,Downtown,Good,2.0,0,11.6,481300.0
HSE-11396,2220,3,2.8,1,1966,58,Waterfront,Fair,2.0,0,3.4,654300.0
HSE-11397,1224,2,2.0,1,1976,48,Suburbs,Good,1.0,0,2.0,341900.0
HSE-11398,1468,1,1.0,1,1986,38,Suburbs,Good,2.0,0,28.8,273600.0
HSE-11399,2880,3,2.2,2,1981,43,Suburbs,Good,3.0,0,10.1,654500.0
HSE-11400,1673,3,1.8,2,1971,53,Downtown,Good,,0,28.2,402800.0
HSE-11401,1419,2,1.5,3,2007,17,Uptown,Fair,3.0,1,6.1,457300.0
HSE-11402,2448,2,2.0,1,1968,56,Uptown,Fair,2.0,0,6.0,577300.0
HSE-11403,2870,1,1.0,3,2001,23,Rural,,2.0,1,7.1,564000.0
HSE-11404,2567,4,2.5,1,2002,22,Uptown,Good,1.0,0,14.2,610800.0
HSE-11405,2747,5,3.8,2,1996,28,Suburbs,Good,2.0,0,10.3,675500.0
HSE-11406,1608,2,1.5,1,1975,49,Rural,Good,2.0,1,28.0,295200.0
HSE-11407,1175,2,1.0,2,1965,59,Uptown,Excellent,1.0,0,2.3,369900.0
HSE-11408,3075,4,3.0,2,1989,35,Downtown,Good,2.0,0,14.3,771300.0
HSE-11409,1890,4,3.0,2,2006,18,Uptown,Good,0.0,0,6.0,540000.0
HSE-11410,1936,3,2.2,2,2016,8,Rural,Excellent,1.0,0,4.0,466600.0
HSE-11411,2963,2,1.5,1,1988,36,Uptown,Excellent,2.0,0,9.1,711000.0
HSE-11412,2461,1,1.2,1,2017,7,Suburbs,Good,2.0,0,9.0,540500.0
HSE-11413,2396,3,2.2,2,2007,17,Uptown,Good,2.0,0,3.5,618900.0
HSE-11414,3507,3,2.8,1,2020,4,Suburbs,Fair,1.0,0,4.3,823200.0
HSE-11415,1681,1,1.0,1,1981,43,Downtown,Good,1.0,1,7.2,487900.0
HSE-11416,2703,3,2.2,2,1972,52,Downtown,Excellent,1.0,0,7.3,677400.0
HSE-11417,2137,1,1.0,2,2023,1,Suburbs,Good,2.0,0,5.8,525500.0
HSE-11418,2274,4,3.5,1,2009,15,Suburbs,Excellent,2.0,0,3.6,629900.0
HSE-11419,3093,3,2.8,1,1991,33,Suburbs,Good,2.0,0,2.0,687200.0
HSE-11420,2430,1,1.0,1,2016,8,Uptown,Excellent,0.0,0,37.1,535900.0
HSE-11421,2449,3,2.8,1,1982,42,Waterfront,Good,2.0,0,30.7,661100.0
HSE-11422,2797,3,2.8,2,1991,33,Rural,Fair,2.0,0,8.6,584300.0
HSE-11423,1862,5,3.8,3,1986,38,Suburbs,Good,2.0,0,45.0,460900.0
HSE-11424,1554,3,2.2,2,1980,44,Downtown,Good,1.0,0,13.2,478700.0
HSE-11425,1420,3,2.8,1,1966,58,Rural,Fair,2.0,1,2.7,378000.0
HSE-11426,821,4,3.5,2,1969,55,Suburbs,Excellent,1.0,0,3.3,366400.0
HSE-11427,3436,3,2.2,2,1982,42,Uptown,Good,1.0,0,26.8,738400.0
HSE-11428,1382,4,3.5,1,1967,57,Uptown,Good,0.0,0,11.9,431900.0
HSE-11429,1956,3,1.8,2,1991,33,Suburbs,Good,1.0,0,20.5,399700.0
HSE-11430,1920,3,1.8,2,2018,6,Waterfront,Fair,0.0,1,24.9,577700.0
HSE-11431,2299,2,1.5,2,1981,43,Waterfront,Excellent,1.0,0,7.9,694800.0
HSE-11432,2630,3,2.2,2,1980,44,Suburbs,Good,1.0,0,2.5,568100.0
HSE-11433,2659,4,3.0,1,1970,54,Suburbs,Good,2.0,0,4.1,609000.0
HSE-11434,1720,4,2.5,1,2015,9,Suburbs,Good,0.0,0,2.7,470400.0
HSE-11435,1991,2,2.0,2,1971,53,Suburbs,Good,2.0,1,4.1,502500.0
HSE-11436,2283,2,1.0,1,2014,10,Downtown,Excellent,1.0,0,7.3,608500.0
HSE-11437,1938,4,2.5,1,1978,46,Downtown,Good,3.0,1,3.3,616400.0
HSE-11438,3144,5,3.2,2,2002,22,Suburbs,Good,3.0,0,3.8,769600.0
HSE-11439,2419,2,1.5,2,2004,20,Rural,Excellent,1.0,0,7.9,486900.0
HSE-11440,2577,3,2.8,2,1979,45,Suburbs,Fair,2.0,0,6.2,563600.0
HSE-11441,2530,3,2.2,2,2011,13,Suburbs,Good,0.0,0,8.3,562400.0
HSE-11442,2862,4,3.5,2,2011,13,Suburbs,Excellent,3.0,0,7.6,702100.0
HSE-11443,2217,2,1.0,2,2012,12,Downtown,Good,2.0,0,12.3,587300.0
HSE-11444,1257,2,1.5,1,1997,27,Downtown,Excellent,0.0,0,29.7,383300.0
HSE-11445,2359,4,3.0,1,2007,17,Suburbs,Good,1.0,0,3.1,595300.0
HSE-11446,1676,2,1.5,1,1991,33,Suburbs,Excellent,0.0,0,3.0,447400.0
HSE-11447,1756,3,1.8,1,1993,31,Waterfront,Excellent,1.0,1,21.2,610900.0
HSE-11448,2481,3,2.2,1,2021,3,Rural,Good,2.0,0,9.1,542000.0
HSE-11449,2904,3,2.2,1,2001,23,Suburbs,Fair,2.0,0,16.5,617200.0
HSE-11450,2113,3,2.2,2,1969,55,Downtown,Good,1.0,0,4.4,575100.0
HSE-11451,2300,3,2.2,2,1993,31,Uptown,Good,1.0,1,19.7,560500.0
HSE-11452,3206,2,1.0,1,1996,28,Uptown,Good,1.0,0,27.8,671000.0
HSE-11453,2256,3,2.2,2,2017,7,Downtown,Fair,1.0,0,12.1,569900.0
HSE-11454,3791,4,2.5,2,1970,54,Rural,Good,2.0,0,3.1,771300.0
HSE-11455,2467,4,3.5,1,1966,58,Downtown,Excellent,1.0,0,24.6,636300.0
HSE-11456,955,2,1.5,2,1970,54,Downtown,Good,2.0,0,17.7,319000.0
HSE-11457,2589,2,1.0,2,2010,14,Uptown,Good,1.0,1,15.9,635600.0
HSE-11458,2347,3,2.8,1,2007,17,Rural,Fair,,0,2.4,498400.0
HSE-11459,2938,3,2.2,2,1968,56,Uptown,Good,2.0,0,18.0,675700.0
HSE-11460,2537,3,1.8,1,2020,4,Suburbs,Fair,2.0,1,3.5,642200.0
HSE-11461,2010,3,2.2,2,1993,31,Suburbs,Fair,1.0,0,4.5,449000.0
HSE-11462,1304,2,1.5,1,2023,1,Downtown,Excellent,2.0,1,10.6,511100.0
HSE-11463,1964,1,1.2,2,1989,35,Suburbs,Excellent,2.0,1,5.1,508900.0
HSE-11464,1547,3,2.8,1,1973,51,Uptown,Fair,1.0,0,12.8,414700.0
HSE-11465,1722,3,2.8,2,2020,4,Waterfront,Fair,2.0,0,11.4,611200.0
HSE-11466,2482,2,1.5,1,1967,57,Uptown,Good,2.0,0,3.1,550300.0
HSE-11467,3185,3,2.2,2,1990,34,Rural,Good,0.0,0,12.7,577100.0
HSE-11468,2356,3,2.2,2,2012,12,Suburbs,Good,2.0,1,27.8,554400.0
HSE-11469,1322,4,2.5,2,2007,17,Waterfront,Good,0.0,1,3.8,567000.0
HSE-11470,2388,4,3.0,2,1991,33,Uptown,Good,1.0,0,11.1,591300.0
HSE-11471,2877,3,2.2,2,2000,24,Suburbs,Good,2.0,0,6.2,654600.0
HSE-11472,1703,2,1.0,2,1996,28,Uptown,Good,2.0,0,8.2,448400.0
HSE-11473,2012,3,2.2,2,1965,59,Suburbs,Good,2.0,0,5.4,466700.0
HSE-11474,2109,2,2.0,2,2021,3,Uptown,Good,0.0,0,6.4,577700.0
HSE-11475,1589,3,2.8,2,2017,7,Downtown,Excellent,1.0,1,2.3,589900.0
HSE-11476,2521,4,2.5,1,2018,6,Suburbs,Excellent,2.0,0,41.9,567800.0
HSE-11477,2021,3,1.8,1,1980,44,Uptown,Fair,1.0,1,11.8,510600.0
HSE-11478,2372,4,3.0,1,2015,9,Uptown,Good,2.0,0,8.9,675500.0
HSE-11479,1523,3,2.8,2,2012,12,Suburbs,Good,2.0,0,6.8,447000.0
HSE-11480,1815,2,1.0,1,1975,49,Suburbs,Fair,3.0,0,9.8,381100.0
HSE-11481,2569,4,3.0,2,1990,34,Downtown,Good,0.0,1,6.8,702000.0
HSE-11482,1857,3,1.8,2,2004,20,Downtown,Good,1.0,0,6.5,552100.0
